DTTestInstancesSheet,version=2.4:platform=Jaguar:toprow=-1:leftcol=-1:rightcol=-1	Test Instances																																																																																																																																																
																																																																																																																																																	
		Test Procedure			DC Specs		AC Specs		Sheet Parameters					Other Parameters																																																																																																																																			
	TK_FULL_BT_DMR3_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_BT_43014A0_CRC_987461692.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_FULL_BT_DMR3_M7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_BT_43014A0_CRC_987461692.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_FULL_BT_DMR3_NOM	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_BT_43014A0_CRC_987461692.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_FULL_BT_BTRF_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_BT_BTRF_43014A0_CRC_1566983367.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_FULL_BT_BTRF_M7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_BT_BTRF_43014A0_CRC_1566983367.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_FULL_BT_BTRF_NOM	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_BT_BTRF_43014A0_CRC_1566983367.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_DIG_DMR3_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_DIG_43014A0_CRC_472371691.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_DIG_DMR3_M7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_DIG_43014A0_CRC_472371691.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_AHB_DMR3_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_AHB_43014A0_CRC_1866220558.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	TK_AHB_DMR3_M7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_ATSpeedScan					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\TK\TK_AHB_43014A0_CRC_1866220558.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	BT_BFR	VBT	Functional_Test				PERIOD_100NS	Typ	Setup_302420930_ts					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\BT\bt_boot_for_rf_CRC_302420930.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	BT_BFR_v2	VBT	Functional_Test				PERIOD_100NS	Typ	Setup_1980315170_ts					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\BT\bt_boot_for_rf_ver2_CRC_1980315170.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	BT_BFR_v4	VBT	Functional_Test				PERIOD_100NS	Typ	Setup_801099178_ts					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\BT\bt_boot_for_rf_ver4_CRC_801099178.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	log__Pset__PRT	VBT	Functional__logPSETS											PSETName,supplyPins	pset__WLAN__PRT	WL_VDDC,AUDIO_VDDC,BT_VDDC,VDD_RET,BT_VDDMEMLPLDO																																																																																																																																	
	log__Pset__PRT__restore	VBT	Functional__logPSETS											PSETName,supplyPins	pset__WLAN__restore	WL_VDDC,AUDIO_VDDC,BT_VDDC,VDD_RET,BT_VDDMEMLPLDO																																																																																																																																	
	MB_RAM_VMT_BT_TCK_M7m80	VBT	Functional_Test				PERIOD_100NS	Typ	ts_mMBISTLS					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_VMT_BT_TCK_ST_43014A0_CRC_563038593.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_VMT_BT_TCK_NOM	VBT	Functional_Test				PERIOD_100NS	Typ	ts_mMBISTLS					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_VMT_BT_TCK_ST_43014A0_CRC_563038593.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_VMT_WLAN_TCK_M7m80	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_VMT_WLAN_TCK_43014A0_CRC_602205866.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_VMT_WLAN_TCK_NOM	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_VMT_WLAN_TCK_43014A0_CRC_602205866.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_PRT_WLAN_NOM	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST_Single					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_PRT_WLAN_43014A0_CRC_3880502447.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_PRT_NOSTBY_WLAN_NOM	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST_Single					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_PRT_NOSTBY_WLAN_43014A0_CRC_1705888946.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_PRT_NOSTBY_BT_NOM	VBT	Functional_Test				PERIOD_180NS	Typ	ts_MBIST_Single					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_PRT_NOSTBY_BT_43014A0_CRC_668632084.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_PRT_BT_NOM	VBT	Functional_Test				PERIOD_180NS	Typ	ts_MBIST_Single					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_PRT_BT_43014A0_CRC_3328990475.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_DIG_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_DIG_43014A0_CRC_3123240429.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_PHY_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_PHY_43014A0_CRC_4239903953.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_DIG_TM0_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_DIG_TM0_1X_43014A0_CRC_197276967.pat									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_DIG_TM12_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_DIG_TM12_1X_43014A0_CRC_652993925.pat									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_DIG_TM18_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_DIG_TM18_1X_43014A0_CRC_2368659713.pat									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_DIG_TM34_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_DIG_TM34_1X_43014A0_CRC_1688880589.pat									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_GRP1_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_GRP1_43014A0_CRC_2192889811.pat									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_GRP1_NOM	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_GRP1_43014A0_CRC_2192889811.pat									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_GRP2_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_GRP2_43014A0_CRC_1646768284.pat									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_GRP2_NOM	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_GRP2_43014A0_CRC_1646768284.pat									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_PHY_TCK_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_PHY_TCK_DBG1_43014A0_CRC_1806768592.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_AHB_TM0_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_AHB_TM0_1X_43014A0_CRC_2215667912.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_AHB_TM12_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_AHB_TM12_1X_43014A0_CRC_4155901353.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_AHB_TM18_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_AHB_TM18_1X_43014A0_CRC_605581426.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_AHB_TM34_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_AHB_TM34_1X_43014A0_CRC_3813779256.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_BT_TM0_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_BT_TM0_1X_43014A0_CRC_452496368.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_BT_TM12_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_BT_TM12_1X_43014A0_CRC_1772584700.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_BT_TM18_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_BT_TM18_1X_43014A0_CRC_3617486683.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_ROM_BT_TM34_1X_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_ROM\MB_ROM_BT_TM34_1X_43014A0_CRC_1673299590.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_AHB_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_AHB_43014A0_CRC_3939598373.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_SHB_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_SHB_43014A0_CRC_2559952272.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
	MB_RAM_MMC_P7	VBT	Functional_Test				PERIOD_100NS	Typ	ts_MBIST					Patterns,DriveLoPins,DriveHiPins,DriveZPins,DisablePins,FloatPins,Util1Pins,Util0Pins,Validating_,ConnectAllPins,RelayMode,ReportResult,ResultMode,PatThreading,PatternTimeout,WaitTimeDomain,ConcurrentMode,supplyPinName,maxSearchRange,minSearchRange,resolution,maxfailcount,outputformat	.\ExportedFiles\DIGITAL\vectors\A0\MB_RAM\MB_RAM_MMC_43014A0_CRC_975012430.pat.gz									-1	1				30			VCCMIN_SUPPLY	0.9	0.5	0.002	100	7																																																																																																												
